source_id,source_name,source_category,role,target_id,target_name,target_category,is_inverse
app-humanoid-manufacturing,Humanoid Manufacturing Assembly,应用场景,deployed-at,f139,FIGURE 02,整机平台,1
app-humanoid-manufacturing,Humanoid Manufacturing Assembly,应用场景,deployed-at,f25,TRON,整机平台,1
app-humanoid-manufacturing,Humanoid Manufacturing Assembly,应用场景,deployed-at,f81,APPTRONIK APOLLO,整机平台,1
app-humanoid-manufacturing,Humanoid Manufacturing Assembly,应用场景,deployed-at,f9,FIGURE ONE,整机平台,1
app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,deployed-at,ind-1x,1X Technologies,产业,1
app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,deployed-at,ind-agility,Agility Robotics,产业,1
app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,deployed-at,ind-booster,Booster Robotics,产业,1
app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,deployed-at,ind-deepmind-robotics,Google DeepMind Robotics,产业,1
app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,deployed-at,f10,TARS,整机平台,1
app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,deployed-at,arm-elite-cs66,Elite Robots CS66,机械臂,1
app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,deployed-at,arm-elite-ec66,Elite Robots EC66,机械臂,1
app-surgical,Surgical Robotics,应用场景,deployed-at,f25,TRON,整机平台,1
app-inspection,Industrial Inspection & Maintenance,应用场景,deployed-at,ind-anybotics,ANYbotics,产业,1
app-inspection,Industrial Inspection & Maintenance,应用场景,deployed-at,ind-boston-dynamics,Boston Dynamics,产业,1
app-inspection,Industrial Inspection & Maintenance,应用场景,deployed-at,ind-limx,LimX Dynamics,产业,1
app-inspection,Industrial Inspection & Maintenance,应用场景,deployed-at,stg-ind-robstride,RobStride Dynamics (灵足时代),产业,1
app-inspection,Industrial Inspection & Maintenance,应用场景,deployed-at,f25,TRON,整机平台,1
app-agriculture,Precision Agriculture,应用场景,deployed-at,ind-agility,Agility Robotics,产业,1
app-agriculture,Precision Agriculture,应用场景,deployed-at,ind-booster,Booster Robotics,产业,1
app-agriculture,Precision Agriculture,应用场景,deployed-at,ind-deepmind-robotics,Google DeepMind Robotics,产业,1
app-agriculture,Precision Agriculture,应用场景,deployed-at,ind-hello-robot,Hello Robot,产业,1
app-hospitality,Hospitality / Food Service,应用场景,deployed-at,ind-agility,Agility Robotics,产业,1
app-hospitality,Hospitality / Food Service,应用场景,deployed-at,ind-booster,Booster Robotics,产业,1
app-hospitality,Hospitality / Food Service,应用场景,deployed-at,ind-deepmind-robotics,Google DeepMind Robotics,产业,1
app-hospitality,Hospitality / Food Service,应用场景,deployed-at,ind-hello-robot,Hello Robot,产业,1
app-hospitality,Hospitality / Food Service,应用场景,deployed-at,f120,PUDU D7,整机平台,1
app-hospitality,Hospitality / Food Service,应用场景,deployed-at,f127,PUDU D9,整机平台,1
app-hospitality,Hospitality / Food Service,应用场景,deployed-at,f131,KEENON XMAN-R1,整机平台,1
app-hospitality,Hospitality / Food Service,应用场景,deployed-at,arm-elite-cs66,Elite Robots CS66,机械臂,1
app-hospitality,Hospitality / Food Service,应用场景,deployed-at,arm-elite-ec66,Elite Robots EC66,机械臂,1
app-healthcare-companion,Healthcare & Companion Robotics,应用场景,deployed-at,ind-agility,Agility Robotics,产业,1
app-healthcare-companion,Healthcare & Companion Robotics,应用场景,deployed-at,ind-booster,Booster Robotics,产业,1
app-healthcare-companion,Healthcare & Companion Robotics,应用场景,deployed-at,ind-deepmind-robotics,Google DeepMind Robotics,产业,1
app-healthcare-companion,Healthcare & Companion Robotics,应用场景,deployed-at,ind-hello-robot,Hello Robot,产业,1
app-construction,Autonomous Construction Equipment,应用场景,deployed-at,ind-agility,Agility Robotics,产业,1
app-construction,Autonomous Construction Equipment,应用场景,deployed-at,ind-booster,Booster Robotics,产业,1
app-construction,Autonomous Construction Equipment,应用场景,deployed-at,ind-deepmind-robotics,Google DeepMind Robotics,产业,1
app-construction,Autonomous Construction Equipment,应用场景,deployed-at,ind-hello-robot,Hello Robot,产业,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,ind-hello-robot,Hello Robot,产业,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,ind-pickle,Pickle Robot,产业,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,ind-robot-era,Robot Era (星动纪元),产业,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,stg-ind-inspire,Inspire-Robots (因时机器人),产业,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,stg-ind-pudu,Pudu Robotics (普渡科技),产业,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,f120,PUDU D7,整机平台,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,f122,NEO BETA,整机平台,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,f127,PUDU D9,整机平台,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,f34,NEO Gamma,整机平台,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,arm-elite-cs66,Elite Robots CS66,机械臂,1
app-cleaning,Commercial Cleaning,应用场景,deployed-at,arm-elite-ec66,Elite Robots EC66,机械臂,1
app-home-humanoid,Home Humanoid Pilots,应用场景,deployed-at,ind-1x,1X Technologies,产业,1
app-home-humanoid,Home Humanoid Pilots,应用场景,deployed-at,f122,NEO BETA,整机平台,1
app-home-humanoid,Home Humanoid Pilots,应用场景,deployed-at,f34,NEO Gamma,整机平台,1
app-home-humanoid,Home Humanoid Pilots,应用场景,deployed-at,f68,R1 PRO,整机平台,1
app-bimanual-housework,Bimanual Household Manipulation Research,应用场景,deployed-at,ind-deepmind-robotics,Google DeepMind Robotics,产业,1
app-bimanual-housework,Bimanual Household Manipulation Research,应用场景,deployed-at,stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,1
app-education-stem,Education & STEM Robotics,应用场景,deployed-at,ind-agility,Agility Robotics,产业,1
app-education-stem,Education & STEM Robotics,应用场景,deployed-at,ind-booster,Booster Robotics,产业,1
app-education-stem,Education & STEM Robotics,应用场景,deployed-at,ind-deepmind-robotics,Google DeepMind Robotics,产业,1
app-education-stem,Education & STEM Robotics,应用场景,deployed-at,ind-hello-robot,Hello Robot,产业,1
app-education-stem,Education & STEM Robotics,应用场景,deployed-at,arm-fr3,Franka Research 3,机械臂,1
vc1,Sequoia Capital,资本,invested-in,ind-agility,Agility Robotics,产业,0
vc1,Sequoia Capital,资本,invested-in,ind-figure,Figure AI,产业,0
vc1,Sequoia Capital,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
vc1,Sequoia Capital,资本,invested-in,ind-skild,Skild AI,产业,0
ind1,NVIDIA Robotics,产业,competitor,ind-figure,Figure AI,产业,0
ind1,NVIDIA Robotics,产业,manufacturer,sw-cosmos-predict,Cosmos Predict (World Foundation Model),基础模型,1
ind1,NVIDIA Robotics,产业,manufacturer,sw-cosmos-reason,Cosmos Reason,基础模型,1
ind1,NVIDIA Robotics,产业,manufacturer,sw-groot-n1,GR00T N1,基础模型,1
ind1,NVIDIA Robotics,产业,manufacturer,sw-groot-n1-5,GR00T N1.5,基础模型,1
ind1,NVIDIA Robotics,产业,manufacturer,sw3,Isaac Lab,算法框架,1
ind1,NVIDIA Robotics,产业,manufacturer,sw-eureka,Eureka,评测基准,1
ind1,NVIDIA Robotics,产业,manufacturer,sw-robocasa,RoboCasa,评测基准,1
ind1,NVIDIA Robotics,产业,manufacturer,sw-roboeval,RoboEval,评测基准,1
ind1,NVIDIA Robotics,产业,manufacturer,sw-cosmos-transfer,Cosmos Transfer,仿真平台,1
ind1,NVIDIA Robotics,产业,manufacturer,sw-newton,Newton,仿真平台,1
ind1,NVIDIA Robotics,产业,manufacturer,sw5,Isaac Sim,仿真平台,1
ind1,NVIDIA Robotics,产业,manufacturer,cp-jetson-agx-thor,Jetson AGX Thor (T5000),计算平台,1
ind1,NVIDIA Robotics,产业,manufacturer,cp-jetson-agx-xavier,Jetson AGX Xavier (legacy),计算平台,1
ind1,NVIDIA Robotics,产业,manufacturer,cp-jetson-nano,Jetson Nano (legacy),计算平台,1
lab1,Stanford AI Lab,实验室,affiliated-with,sw-vima,VIMA,基础模型,0
ind-tesla-optimus,Tesla Optimus,产业,invested-in,stg-vc-ark-invest,ARK Invest,资本,1
ind-tesla-optimus,Tesla Optimus,产业,manufacturer,f4,Optimus Gen 2,整机平台,1
ind-tesla-optimus,Tesla Optimus,产业,manufacturer,f8,OPTIMUS,整机平台,1
ind-tesla-optimus,Tesla Optimus,产业,manufacturer,f98,OPTIMUS V2.5,整机平台,1
ind-figure,Figure AI,产业,competitor,ind1,NVIDIA Robotics,产业,0
ind-figure,Figure AI,产业,invested-in,stg-vc-align-ventures,Align Ventures,资本,1
ind-figure,Figure AI,产业,invested-in,stg-vc-ark-invest,ARK Invest,资本,1
ind-figure,Figure AI,产业,invested-in,stg-vc-bezos-expeditions,Bezos Expeditions,资本,1
ind-figure,Figure AI,产业,invested-in,stg-vc-brookfield,Brookfield Asset Management,资本,1
ind-figure,Figure AI,产业,deployed-at,app-humanoid-manufacturing,Humanoid Manufacturing Assembly,应用场景,0
ind-1x,1X Technologies,产业,invested-in,stg-vc-alliance-ventures,Alliance Ventures,资本,1
ind-1x,1X Technologies,产业,invested-in,stg-vc-eqt-ventures,EQT Ventures,资本,1
ind-1x,1X Technologies,产业,invested-in,stg-vc-nistad-group,Nistad Group,资本,1
ind-1x,1X Technologies,产业,invested-in,stg-vc-openai-corp,OpenAI,资本,1
ind-1x,1X Technologies,产业,invested-in,stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,1
ind-1x,1X Technologies,产业,invested-in,stg-vc-samsung-next,Samsung NEXT,资本,1
ind-1x,1X Technologies,产业,invested-in,stg-vc-sandwater,Sandwater,资本,1
ind-1x,1X Technologies,产业,invested-in,stg-vc-skagerak-capital,Skagerak Capital,资本,1
ind-1x,1X Technologies,产业,invested-in,vc-tiger-global,Tiger Global Management,资本,1
ind-1x,1X Technologies,产业,manufacturer,sw-1x-world-model,1X World Model,基础模型,1
ind-1x,1X Technologies,产业,manufacturer,f122,NEO BETA,整机平台,1
ind-1x,1X Technologies,产业,manufacturer,f21,EVE-3,整机平台,1
ind-1x,1X Technologies,产业,manufacturer,f34,NEO Gamma,整机平台,1
ind-1x,1X Technologies,产业,deployed-at,app-home-humanoid,Home Humanoid Pilots,应用场景,0
ind-1x,1X Technologies,产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
ind-sanctuary,Sanctuary AI,产业,invested-in,stg-vc-bdc-capital,BDC Capital,资本,1
ind-sanctuary,Sanctuary AI,产业,invested-in,stg-vc-bell,Bell,资本,1
ind-sanctuary,Sanctuary AI,产业,invested-in,stg-vc-edc,Export Development Canada,资本,1
ind-sanctuary,Sanctuary AI,产业,invested-in,stg-vc-evok-innovations,Evok Innovations,资本,1
ind-sanctuary,Sanctuary AI,产业,invested-in,stg-vc-inbc,InBC Investment Corp.,资本,1
ind-sanctuary,Sanctuary AI,产业,invested-in,stg-vc-magna,Magna,资本,1
ind-sanctuary,Sanctuary AI,产业,invested-in,stg-vc-se-health,SE Health,资本,1
ind-sanctuary,Sanctuary AI,产业,invested-in,stg-vc-verizon-ventures,Verizon Ventures,资本,1
ind-sanctuary,Sanctuary AI,产业,invested-in,stg-vc-workday-ventures,Workday Ventures,资本,1
ind-sanctuary,Sanctuary AI,产业,manufacturer,f118,PHOENIX,整机平台,1
ind-sanctuary,Sanctuary AI,产业,manufacturer,h14,PHOENIX 3.2,灵巧手 & 夹爪,1
ind-boston-dynamics,Boston Dynamics,产业,invested-in,stg-vc-softbank,SoftBank Group,资本,1
ind-boston-dynamics,Boston Dynamics,产业,manufacturer,f29,ATLAS,整机平台,1
ind-boston-dynamics,Boston Dynamics,产业,manufacturer,pwr-spot-battery,Spot Battery,能源动力,1
ind-boston-dynamics,Boston Dynamics,产业,deployed-at,app-inspection,Industrial Inspection & Maintenance,应用场景,0
ind-apptronik,Apptronik,产业,invested-in,stg-vc-att-ventures,AT&T Ventures,资本,1
ind-apptronik,Apptronik,产业,invested-in,stg-vc-b-capital,B Capital,资本,1
ind-apptronik,Apptronik,产业,invested-in,stg-vc-capital-factory,Capital Factory,资本,1
ind-apptronik,Apptronik,产业,invested-in,stg-vc-john-deere,John Deere,资本,1
ind-apptronik,Apptronik,产业,invested-in,stg-vc-mercedes-benz,Mercedes-Benz,资本,1
ind-apptronik,Apptronik,产业,invested-in,stg-vc-peak6,Peak6,资本,1
ind-apptronik,Apptronik,产业,invested-in,vc-gv,GV (Google Ventures),资本,1
ind-apptronik,Apptronik,产业,manufacturer,f81,APPTRONIK APOLLO,整机平台,1
ind-apptronik,Apptronik,产业,deployed-at,app-humanoid-manufacturing,Humanoid Manufacturing Assembly,应用场景,0
ind-agility,Agility Robotics,产业,invested-in,stg-vc-amazon-industrial-innovation,Amazon Industrial Innovation Fund,资本,1
ind-agility,Agility Robotics,产业,invested-in,stg-vc-dcvc,DCVC (Data Collective),资本,1
ind-agility,Agility Robotics,产业,invested-in,stg-vc-itic,ITIC (Industrial Technology Investment Corporation),资本,1
ind-agility,Agility Robotics,产业,invested-in,stg-vc-mfv-partners,MFV Partners,资本,1
ind-agility,Agility Robotics,产业,manufacturer,f1,Memo,整机平台,1
ind-agility,Agility Robotics,产业,manufacturer,f130,DIGIT,整机平台,1
ind-agility,Agility Robotics,产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
ind-agility,Agility Robotics,产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
ind-agility,Agility Robotics,产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-agility,Agility Robotics,产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
ind-unitree,Unitree Robotics (宇树科技),产业,invested-in,stg-vc-alibaba,Alibaba 阿里巴巴战投,资本,1
ind-unitree,Unitree Robotics (宇树科技),产业,invested-in,stg-vc-china-mobile,China Mobile 中国移动,资本,1
ind-unitree,Unitree Robotics (宇树科技),产业,invested-in,stg-vc-geely,Geely Capital 吉利资本,资本,1
ind-unitree,Unitree Robotics (宇树科技),产业,invested-in,stg-vc-jinqiu,Jinqiu Capital 锦秋基金,资本,1
ind-unitree,Unitree Robotics (宇树科技),产业,manufacturer,f140,G1,整机平台,1
ind-unitree,Unitree Robotics (宇树科技),产业,manufacturer,f24,H2,整机平台,1
ind-unitree,Unitree Robotics (宇树科技),产业,manufacturer,f84,UNITREE H1,整机平台,1
ind-unitree,Unitree Robotics (宇树科技),产业,manufacturer,joint-unitree-a1,Unitree A1 Motor,关节模组,1
ind-unitree,Unitree Robotics (宇树科技),产业,manufacturer,joint-unitree-go-m8010-6,Unitree GO-M8010-6,关节模组,1
ind-unitree,Unitree Robotics (宇树科技),产业,manufacturer,pwr-unitree-h1-battery,Unitree H1 Battery Pack,能源动力,1
ind-unitree,Unitree Robotics (宇树科技),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
ind-unitree,Unitree Robotics (宇树科技),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
ind-unitree,Unitree Robotics (宇树科技),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-unitree,Unitree Robotics (宇树科技),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
ind-xpeng-robotics,XPENG Robotics (Iron),产业,invested-in,stg-vc-matrix-china,经纬创投 Matrix Partners China,资本,1
ind-xpeng-robotics,XPENG Robotics (Iron),产业,manufacturer,f128,IRON,整机平台,1
ind-xpeng-robotics,XPENG Robotics (Iron),产业,manufacturer,flagship-xpeng-iron-nextgen,Next-Gen IRON,整机平台,1
ind-xpeng-robotics,XPENG Robotics (Iron),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
ind-xpeng-robotics,XPENG Robotics (Iron),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
ind-xpeng-robotics,XPENG Robotics (Iron),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-xpeng-robotics,XPENG Robotics (Iron),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
ind-xpeng-robotics,XPENG Robotics (Iron),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
ind-xpeng-robotics,XPENG Robotics (Iron),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
ind-xpeng-robotics,XPENG Robotics (Iron),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
ind-agibot,AgiBot (智元机器人),产业,invested-in,stg-vc-bluerun,BlueRun Ventures 蓝驰创投,资本,1
ind-agibot,AgiBot (智元机器人),产业,invested-in,stg-vc-china-mobile,China Mobile 中国移动,资本,1
ind-agibot,AgiBot (智元机器人),产业,invested-in,stg-vc-huafa,Huafa Group 华发集团,资本,1
ind-agibot,AgiBot (智元机器人),产业,invested-in,stg-vc-longcheer,Shanghai Longcheer Technology 龙旗科技,资本,1
ind-agibot,AgiBot (智元机器人),产业,invested-in,stg-vc-tencent,Tencent Investment 腾讯投资,资本,1
ind-agibot,AgiBot (智元机器人),产业,invested-in,stg-vc-wolong,Wolong Electric 卧龙电气,资本,1
ind-agibot,AgiBot (智元机器人),产业,manufacturer,sw-agibot-go1,AgiBot GO-1 (Genie Operator-1),基础模型,1
ind-agibot,AgiBot (智元机器人),产业,manufacturer,sw-agibot-world,AgiBot World (Colosseo),数据集,1
ind-agibot,AgiBot (智元机器人),产业,manufacturer,f40,AGIBOT X1,整机平台,1
ind-agibot,AgiBot (智元机器人),产业,manufacturer,f49,A2,整机平台,1
ind-agibot,AgiBot (智元机器人),产业,manufacturer,f70,A2 MAX,整机平台,1
ind-agibot,AgiBot (智元机器人),产业,manufacturer,f78,G2 GENIE,整机平台,1
ind-agibot,AgiBot (智元机器人),产业,manufacturer,h11,OMNIHAND PRO,灵巧手 & 夹爪,1
ind-agibot,AgiBot (智元机器人),产业,manufacturer,h17,OMNIHAND,灵巧手 & 夹爪,1
ind-ubtech,UBTech (优必选),产业,invested-in,stg-vc-orinno,Orinno Capital 朗玛峰创投,资本,1
ind-ubtech,UBTech (优必选),产业,manufacturer,f135,WALKER S1,整机平台,1
ind-ubtech,UBTech (优必选),产业,manufacturer,f144,ALPHA,整机平台,1
ind-ubtech,UBTech (优必选),产业,manufacturer,f65,CRUZR S2,整机平台,1
ind-ubtech,UBTech (优必选),产业,manufacturer,f69,WALKER S2,整机平台,1
ind-ubtech,UBTech (优必选),产业,manufacturer,f82,WALKER C,整机平台,1
ind-fourier,Fourier Intelligence (傅利叶智能),产业,invested-in,stg-vc-visionplus,VisionPlus Capital 元璟资本,资本,1
ind-fourier,Fourier Intelligence (傅利叶智能),产业,manufacturer,f42,GR-2,整机平台,1
ind-fourier,Fourier Intelligence (傅利叶智能),产业,manufacturer,f86,GR-1,整机平台,1
ind-fourier,Fourier Intelligence (傅利叶智能),产业,manufacturer,j1,FSA Actuator,关节模组,1
ind-robot-era,Robot Era (星动纪元),产业,invested-in,stg-vc-alibaba,Alibaba 阿里巴巴战投,资本,1
ind-robot-era,Robot Era (星动纪元),产业,invested-in,stg-vc-baic-capital,BAIC Capital 北汽产投,资本,1
ind-robot-era,Robot Era (星动纪元),产业,invested-in,stg-vc-bj-robot-fund,北京机器人产业发展投资基金 Beijing Robot Industry Fund,资本,1
ind-robot-era,Robot Era (星动纪元),产业,invested-in,stg-vc-cdh,CDH Investments 鼎晖投资,资本,1
ind-robot-era,Robot Era (星动纪元),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
ind-robot-era,Robot Era (星动纪元),产业,deployed-at,app-cleaning,Commercial Cleaning,应用场景,0
ind-robot-era,Robot Era (星动纪元),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
ind-robot-era,Robot Era (星动纪元),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-baic-capital,BAIC Capital 北汽产投,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-beijing-ai-fund,Beijing AI Industry Investment Fund 北京人工智能产业投资基金,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-bj-robot-fund,北京机器人产业发展投资基金 Beijing Robot Industry Fund,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-bluerun,BlueRun Ventures 蓝驰创投,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-catl,CATL 宁德时代,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-cdb-capital,CDB Capital 国开金融,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-iflytek-fund,iFlytek Industry Fund 科大讯飞产业基金,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-lighthouse-capital,Lighthouse Capital 光源资本,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-meituan,Meituan Strategy 美团战投,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-qiming,启明创投 Qiming Venture Partners,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,stg-vc-sense-capital,SenseTime Guoxiang Capital 商汤国香资本,资本,1
ind-galbot,Galbot (银河通用),产业,invested-in,vc-ggv,GGV Capital / Granite Asia,资本,1
ind-galbot,Galbot (银河通用),产业,manufacturer,f110,GALBOT,整机平台,1
ind-galbot,Galbot (银河通用),产业,manufacturer,f111,GALBOT S1,整机平台,1
ind-galbot,Galbot (银河通用),产业,manufacturer,flagship-galbot-g1,Galbot G1,整机平台,1
ind-booster,Booster Robotics,产业,invested-in,stg-vc-beijing-ai-fund,Beijing AI Industry Investment Fund 北京人工智能产业投资基金,资本,1
ind-booster,Booster Robotics,产业,invested-in,stg-vc-bj-robot-fund,北京机器人产业发展投资基金 Beijing Robot Industry Fund,资本,1
ind-booster,Booster Robotics,产业,invested-in,stg-vc-innoangel,Innoangel Fund 英诺天使基金,资本,1
ind-booster,Booster Robotics,产业,invested-in,stg-vc-jinding,Jinding Capital 金鼎资本,资本,1
ind-booster,Booster Robotics,产业,invested-in,stg-vc-qiming,启明创投 Qiming Venture Partners,资本,1
ind-booster,Booster Robotics,产业,invested-in,stg-vc-scg,深圳市创新投资集团 Shenzhen Capital Group,资本,1
ind-booster,Booster Robotics,产业,invested-in,vc-source-code,Source Code Capital 源码资本,资本,1
ind-booster,Booster Robotics,产业,manufacturer,f38,BOOSTER T1,整机平台,1
ind-booster,Booster Robotics,产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
ind-booster,Booster Robotics,产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
ind-booster,Booster Robotics,产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-booster,Booster Robotics,产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
ind-booster,Booster Robotics,产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
ind-booster,Booster Robotics,产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
ind-booster,Booster Robotics,产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
ind-limx,LimX Dynamics,产业,invested-in,stg-vc-alibaba,Alibaba 阿里巴巴战投,资本,1
ind-limx,LimX Dynamics,产业,invested-in,stg-vc-costone,CoStone Capital 基石资本,资本,1
ind-limx,LimX Dynamics,产业,invested-in,stg-vc-jd,JD.com 京东,资本,1
ind-limx,LimX Dynamics,产业,invested-in,stg-vc-kyland,Kyland Technology 东土科技,资本,1
ind-limx,LimX Dynamics,产业,invested-in,stg-vc-nrb,NRB Corp. (Changzhou) 常州光阳轴承,资本,1
ind-limx,LimX Dynamics,产业,invested-in,stg-vc-oriental-fortune,Oriental Fortune Capital 东方富海,资本,1
ind-limx,LimX Dynamics,产业,invested-in,stg-vc-stone-venture,Stone Venture,资本,1
ind-limx,LimX Dynamics,产业,invested-in,stg-vc-zhongding,Zhongding Sealing Parts 中鼎股份,资本,1
ind-limx,LimX Dynamics,产业,manufacturer,f132,LIMX CL,整机平台,1
ind-limx,LimX Dynamics,产业,manufacturer,f15,P1S,整机平台,1
ind-limx,LimX Dynamics,产业,manufacturer,f2,Oli,整机平台,1
ind-limx,LimX Dynamics,产业,manufacturer,f25,TRON,整机平台,1
ind-limx,LimX Dynamics,产业,manufacturer,f73,LIMX OLI,整机平台,1
ind-limx,LimX Dynamics,产业,manufacturer,h47,MAGICAND S01,灵巧手 & 夹爪,1
ind-limx,LimX Dynamics,产业,deployed-at,app-inspection,Industrial Inspection & Maintenance,应用场景,0
ind-pal-robotics,PAL Robotics,产业,manufacturer,f43,KANGAROO,整机平台,1
ind-pal-robotics,PAL Robotics,产业,manufacturer,sw-ros2-control-framework,ros2_control (Framework),算法框架,1
ind-pal-robotics,PAL Robotics,产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
ind-pal-robotics,PAL Robotics,产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
ind-pal-robotics,PAL Robotics,产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-pal-robotics,PAL Robotics,产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
ind-pal-robotics,PAL Robotics,产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
ind-pal-robotics,PAL Robotics,产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
ind-pal-robotics,PAL Robotics,产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
ind-tri,Toyota Research Institute (TRI),产业,manufacturer,sw-droid,DROID,数据集,1
ind-tri,Toyota Research Institute (TRI),产业,manufacturer,sw-diffusion-policy,Diffusion Policy,控制算法,1
ind-tri,Toyota Research Institute (TRI),产业,manufacturer,sw-drake,Drake,仿真平台,1
ind-tri,Toyota Research Institute (TRI),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-anybotics,ANYbotics,产业,invested-in,vc-bessemer,Bessemer Venture Partners,资本,1
ind-anybotics,ANYbotics,产业,deployed-at,app-inspection,Industrial Inspection & Maintenance,应用场景,0
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,stg-vc-bezos-expeditions,Bezos Expeditions,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,stg-vc-bond,Bond,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,stg-vc-capitalg,CapitalG,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,stg-vc-index-ventures,Index Ventures,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,stg-vc-openai-corp,OpenAI,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,stg-vc-redpoint,Redpoint Ventures,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,stg-vc-t-rowe-price,T. Rowe Price,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,stg-vc-thrive,Thrive Capital,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,vc-khosla,Khosla Ventures,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,vc-lux,Lux Capital,资本,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,invested-in,vc1,Sequoia Capital,资本,1
